"ID","Title","Expected Result","Priority","Section","Section Depth","Section Description","Section Hierarchy","Steps","Suite","Suite ID","is_converted"
"C61200","[Edit] > [Add] > [Web Embed] add 동작 확인","- Web Layer 가 정상적으로 추가 됨
- Dashboard 해당 Group 영역에 아이콘 & 개수 표시","Medium","Stage view","1","","Pro Plus - Enterprise > Stage view","","2.9.0 POR Plan","S280","0"
"C61201","[Edit] > [Add] > [Live Camera] add 동작 확인","- Live Camera Layer 가 정상적으로 추가 됨
- Dashboard 해당 Group 영역에 아이콘 & 개수 표시","Medium","Stage view","1","","Pro Plus - Enterprise > Stage view","","2.9.0 POR Plan","S280","0"
"C61202","[Edit] > [Add] > [Unity] add 동작 확인","- Unity Layer 가 정상적으로 추가 됨
- Dashboard 해당 Group 영역에 아이콘 & 개수 표시","Medium","Stage view","1","","Pro Plus - Enterprise > Stage view","","2.9.0 POR Plan","S280","0"
"C61215","Smart Watch 연결 동작 확인","","Medium","Smart Watch","1","","Pro Plus - Enterprise > Smart Watch","","2.9.0 POR Plan","S280","0"
"C61227","계정 [More] Button > Plan 표시 확인","<ul>
<li>Enterprise 표시되서 나타남</li>
</ul>","Medium","Account plan 표시 확인","1","","Enterprise > Account plan 표시 확인","","2.9.0 POR Plan","S280","1"
"C60732","Group add","- Add 정상 동작","Medium","Dashboard","1","","Enterprise > Dashboard","","2.9.0 POR Plan","S280","0"
"C60735","다수의 Group add","- Add 정상 동작","Medium","Dashboard","1","","Enterprise > Dashboard","","2.9.0 POR Plan","S280","0"
"C60736","Custom font 표시 확인","- 대쉬보드 하단 중앙에 Custom font 표시

 ![](index.php?/attachments/get/3bf69ebb-8c63-47fe-a2dd-8eb784d30803)","Medium","Dashboard","1","","Enterprise > Dashboard","","2.9.0 POR Plan","S280","0"
"C60737","Message Record Button Enable 확인","- Import 
- Record 
Button Enable 처리","Medium","Dashboard","1","","Enterprise > Dashboard","","2.9.0 POR Plan","S280","0"
"C60753","Message Record Button 동작 확인","- Message 정상 Recording 상태 적용 됨","Medium","Dashboard","1","","Enterprise > Dashboard","1. [Record] Button 클릭","2.9.0 POR Plan","S280","0"
"C60754","Message Import Button 동작 확인","- System Modal 노출 되고 정상 Import 동작 됨","Medium","Dashboard","1","","Enterprise > Dashboard","1. [Import] Button 클릭","2.9.0 POR Plan","S280","0"
"C60658","[New] > [Cloud Pie] Upload","- Cloud Pie 정상 Upload","Medium","Pie upload","1","","Enterprise > Pie upload","","2.9.0 POR Plan","S280","0"
"C60659","[New] > [Local Pie] Upload","- Local Pie 정상 Upload","Medium","Pie upload","1","","Enterprise > Pie upload","","2.9.0 POR Plan","S280","0"
"C61221","[New] -> [Cloud Pie] -> [Open Local Pie] Upload","- Local Pie 정상 Upload","Medium","Pie upload","1","","Enterprise > Pie upload","","2.9.0 POR Plan","S280","0"
"C60660","Dashboard Empty 화면에서 [Cloud Pie] Upload","- Cloud Pie 정상 Upload","Medium","Pie upload","1","","Enterprise > Pie upload","","2.9.0 POR Plan","S280","0"
"C60661","Dashboard Empty 화면에서 [Local Pie] Upload","- Local Pie 정상 Upload","Medium","Pie upload","1","","Enterprise > Pie upload","","2.9.0 POR Plan","S280","0"
"C60665","iOS Player 연결 동작 확인","- iOS 디바이스와 정상 연결 됨
- 대쉬보드 하단 우측에 연결 된 디바이스 표시
 ![](index.php?/attachments/get/b4c8c04a-20d9-4afa-806f-1c7b16c32a03)","Medium","Players Connect","1","","Enterprise > Players Connect","","2.9.0 POR Plan","S280","0"
"C60666","Android Player 연결 동작 확인","- Android 디바이스와 정상 연결 됨
- 대쉬보드 하단 우측에 연결 된 디바이스 표시
 ![](index.php?/attachments/get/b4c8c04a-20d9-4afa-806f-1c7b16c32a03)","Medium","Players Connect","1","","Enterprise > Players Connect","","2.9.0 POR Plan","S280","0"
"C60667","Stage [View] Open","- 해당 Group의 Stage Web View open 
- 대쉬보드 하단 우측에 Multiview 개수 표시 
 ![](index.php?/attachments/get/e2770918-043b-4de6-9275-15028e8efaff)","Medium","Players Connect","1","","Enterprise > Players Connect","![](index.php?/attachments/get/2ea96c6c-ae28-470e-9294-8c3761188cd1)
1. Group [View] 클릭","2.9.0 POR Plan","S280","0"
"C60668","Single [View] Open","- 해당 Pie의 Web View open
- 대쉬보드 하단 우측에 Multiview 개수 표시","Medium","Players Connect","1","","Enterprise > Players Connect","1. Pie [Web browser] 클릭
 ![](index.php?/attachments/get/731f1ee2-32e8-4f7f-b2bc-9fdff0627fc1)","2.9.0 POR Plan","S280","0"
"C60669","API Activate 동작 확인","- 정상 Activate 실행 됨
- 대쉬보드 우측 하단에 연결 된 API 개수 표시 됨","Medium","Plugin","1","","Enterprise > Plugin","1. API data 입력 후 Activate 실행","2.9.0 POR Plan","S280","0"
"C60684","다수의 API Activate 동작 확인","- 정상 Activate 실행 됨
- 대쉬보드 우측 하단에 연결 된 API 개수 표시 됨","Medium","Plugin","1","","Enterprise > Plugin","1. API data 입력 후 Activate 실행","2.9.0 POR Plan","S280","0"
"C60670","IFTTT [Run] 동작 확인","- Run > Stop 상태로 변경 됨

- 대쉬보드 우측 하단에 연결 된 Plugin 개수 표시 됨","Medium","Plugin","1","","Enterprise > Plugin","1. IFTTT [Run] Button 클릭","2.9.0 POR Plan","S280","0"
"C60672","Arudino 연결 동작 확인","- Run > Stop 상태로 변경 됨

- 대쉬보드 우측 하단에 연결 된 Plugin 개수 표시 됨","Medium","Plugin","1","","Enterprise > Plugin","1. Arduino 연결 후 [Run] Button 클릭","2.9.0 POR Plan","S280","0"
"C60673","Gamepad 연결 동작 확인","- Run > Stop 상태로 변경 됨

- 대쉬보드 우측 하단에 연결 된 Plugin 개수 표시 됨","Medium","Plugin","1","","Enterprise > Plugin","1. Gamepad 연결 후 [Run] Button 클릭","2.9.0 POR Plan","S280","0"
"C60674","Blokdots 연결 동작 확인","- Run > Stop 상태로 변경 됨

- 대쉬보드 우측 하단에 연결 된 Plugin 개수 표시 됨","Medium","Plugin","1","","Enterprise > Plugin","1. Blokdots 연결 후 [Run] Button 클릭","2.9.0 POR Plan","S280","0"
"C60685","동시에 전체 Plugin 연결 동작 확인","- 전체 정상 실행 됨

- 대쉬보드 우측 하단에 연결 된 Plugin 개수 표시 됨","Medium","Plugin","1","","Enterprise > Plugin","","2.9.0 POR Plan","S280","0"
"C60731","Custom Plugin Add Button 동작 확인","- Custom Plugin 정상 Import 동작","Medium","Plugin","1","","Enterprise > Plugin","1. [+] Button 클릭

 ![](index.php?/attachments/get/54f7493a-cb71-429b-9277-c6a27ddfce65)","2.9.0 POR Plan","S280","0"
"C60792","[Edit] > [Add] > [Cloud Pie] add 동작 확인","- Cloud Pie 가 정상적으로 추가 됨
- Dashboard 해당 Group 영역에 아이콘 & 개수 표시","Medium","Stage view","1","","Enterprise > Stage view","","2.9.0 POR Plan","S280","0"
"C61021","[Edit] > [Add] > [Local Pie] add 동작 확인","- Local Pie 가 정상적으로 추가 됨
- Dashboard 해당 Group 영역에 아이콘 & 개수 표시","Medium","Stage view","1","","Enterprise > Stage view","","2.9.0 POR Plan","S280","0"
"C60783","[Edit] > [Add] > [Web Embed] add 동작 확인","- Web Layer 가 정상적으로 추가 됨
- Dashboard 해당 Group 영역에 아이콘 & 개수 표시","Medium","Stage view","1","","Enterprise > Stage view","","2.9.0 POR Plan","S280","0"
"C60784","[Edit] > [Add] > [Live Camera] add 동작 확인","- Live Camera Layer 가 정상적으로 추가 됨
- Dashboard 해당 Group 영역에 아이콘 & 개수 표시","Medium","Stage view","1","","Enterprise > Stage view","","2.9.0 POR Plan","S280","0"
"C60785","[Edit] > [Add] > [Unity] add 동작 확인","- Unity Layer 가 정상적으로 추가 됨
- Dashboard 해당 Group 영역에 아이콘 & 개수 표시","Medium","Stage view","1","","Enterprise > Stage view","","2.9.0 POR Plan","S280","0"
"C60771","Smart Watch 연결 동작 확인","","Medium","Smart Watch","1","","Enterprise > Smart Watch","","2.9.0 POR Plan","S280","0"
